rank,score_lower_bound,targetability_score,score_upper_bound,gross,penalty_total,problem_id,canonical_group_id,title,source,domain,difficulty_level,impact_score,claim_kind,route,eligibility_status,resolution_leverage,statement_status_confidence,certificate_verifier_readiness,search_compressibility,boundary_leverage,feedback_quality,local_reuse
2251,9,16,23,27,11,formal-conjectures-erdos-422-variants-surjective,erdos:422,Formal Conjectures: erdos_422.variants.surjective,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2252,9,16,23,27,11,formal-conjectures-erdos-567-parts-i,erdos:567,Formal Conjectures: erdos_567.parts.i,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2253,9,16,23,27,11,formal-conjectures-erdos-567-parts-ii,erdos:567,Formal Conjectures: erdos_567.parts.ii,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2254,9,16,23,27,11,formal-conjectures-erdos-567-parts-iii,erdos:567,Formal Conjectures: erdos_567.parts.iii,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2255,9,16,23,27,11,formal-conjectures-erdos-598,erdos:598,Formal Conjectures: erdos_598,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2256,9,16,23,27,11,formal-conjectures-erdos-889-variants-v1-eq-1-finite,erdos:889,Formal Conjectures: erdos_889.variants.v1_eq_1_finite,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2257,9,16,23,27,11,formal-conjectures-erdos-889-variants-v1-eq-1-finite-formalconjectures-erdosproblems-889-lean,erdos:889,Formal Conjectures: erdos_889.variants.V1_eq_1_finite,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2258,9,16,23,27,11,formal-conjectures-erdos-936-variants-two-pow-add-one,erdos:936,Formal Conjectures: erdos_936.variants.two_pow_add_one,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2259,9,16,23,27,11,formal-conjectures-erdos-936-variants-two-pow-sub-one,erdos:936,Formal Conjectures: erdos_936.variants.two_pow_sub_one,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2260,9,16,23,27,11,formal-conjectures-erdos-945,erdos:945,Formal Conjectures: erdos_945,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2261,9,16,23,27,11,formal-conjectures-erdos-945-variants-constant,erdos:945,Formal Conjectures: erdos_945.variants.constant,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2262,9,16,23,27,11,formal-conjectures-euclid-numbers-are-square-free,formal_conjectures:formal-conjectures-euclid-numbers-are-square-free,Formal Conjectures: euclid_numbers_are_square_free,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2263,9,16,23,27,11,formal-conjectures-exists-quasiperfect,formal_conjectures:formal-conjectures-exists-quasiperfect,Formal Conjectures: exists_quasiperfect,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2264,9,16,23,27,11,formal-conjectures-existsweaklyfirstcountablecompactbig,formal_conjectures:formal-conjectures-existsweaklyfirstcountablecompactbig,Formal Conjectures: existsWeaklyFirstCountableCompactBig,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2265,9,16,23,27,11,formal-conjectures-extended-sierpinski-problem,formal_conjectures:formal-conjectures-extended-sierpinski-problem,Formal Conjectures: extended_sierpinski_problem,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2266,9,16,23,27,11,formal-conjectures-firstcountabletopology-of-countablymonolithicspace,formal_conjectures:formal-conjectures-firstcountabletopology-of-countablymonolithicspace,Formal Conjectures: firstCountableTopology_of_countablyMonolithicSpace,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2267,9,16,23,27,11,formal-conjectures-fugledeconjecture-variants-dim-1,formal_conjectures:formal-conjectures-fugledeconjecture-variants-dim-1,Formal Conjectures: FugledeConjecture.variants.dim_1,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2268,9,16,23,27,11,formal-conjectures-fugledeconjecture-variants-dim-2,formal_conjectures:formal-conjectures-fugledeconjecture-variants-dim-2,Formal Conjectures: FugledeConjecture.variants.dim_2,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2269,9,16,23,27,11,formal-conjectures-green-24,formal_conjectures:formal-conjectures-green-24,Formal Conjectures: green_24,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2270,9,16,23,27,11,formal-conjectures-green-40-f-eq-one-for-all,formal_conjectures:formal-conjectures-green-40-f-eq-one-for-all,Formal Conjectures: green_40.f_eq_one_for_all,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2271,9,16,23,27,11,formal-conjectures-green-40-f-two-eq-one,formal_conjectures:formal-conjectures-green-40-f-two-eq-one,Formal Conjectures: green_40.f_two_eq_one,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2272,9,16,23,27,11,formal-conjectures-hadamardconjecture-variants-167,formal_conjectures:formal-conjectures-hadamardconjecture-variants-167,Formal Conjectures: HadamardConjecture.variants.«167»,Google DeepMind Formal Conjectures,research_mathematics,,50,existence_claim,witness_discovery,not_counterexample_target,0,15,3,3,0,2,4
2273,9,16,23,27,11,formal-conjectures-hassicpovm-56,formal_conjectures:formal-conjectures-hassicpovm-56,Formal Conjectures: hasSICPOVM_56,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2274,9,16,23,27,11,formal-conjectures-hassicpovm-58,formal_conjectures:formal-conjectures-hassicpovm-58,Formal Conjectures: hasSICPOVM_58,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2275,9,16,23,27,11,formal-conjectures-hassicpovm-59,formal_conjectures:formal-conjectures-hassicpovm-59,Formal Conjectures: hasSICPOVM_59,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2276,9,16,23,27,11,formal-conjectures-hassicpovm-60,formal_conjectures:formal-conjectures-hassicpovm-60,Formal Conjectures: hasSICPOVM_60,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2277,9,16,23,27,11,formal-conjectures-hassicpovm-64,formal_conjectures:formal-conjectures-hassicpovm-64,Formal Conjectures: hasSICPOVM_64,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2278,9,16,23,27,11,formal-conjectures-hassicpovm-68,formal_conjectures:formal-conjectures-hassicpovm-68,Formal Conjectures: hasSICPOVM_68,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2279,9,16,23,27,11,formal-conjectures-hassicpovm-69,formal_conjectures:formal-conjectures-hassicpovm-69,Formal Conjectures: hasSICPOVM_69,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2280,9,16,23,27,11,formal-conjectures-hassicpovm-70,formal_conjectures:formal-conjectures-hassicpovm-70,Formal Conjectures: hasSICPOVM_70,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2281,9,16,23,27,11,formal-conjectures-hassicpovm-71,formal_conjectures:formal-conjectures-hassicpovm-71,Formal Conjectures: hasSICPOVM_71,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2282,9,16,23,27,11,formal-conjectures-hassicpovm-72,formal_conjectures:formal-conjectures-hassicpovm-72,Formal Conjectures: hasSICPOVM_72,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2283,9,16,23,27,11,formal-conjectures-hassicpovm-75,formal_conjectures:formal-conjectures-hassicpovm-75,Formal Conjectures: hasSICPOVM_75,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2284,9,16,23,27,11,formal-conjectures-homogeneousspace-exists-surjective,formal_conjectures:formal-conjectures-homogeneousspace-exists-surjective,Formal Conjectures: homogeneousSpace_exists_surjective,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2285,9,16,23,27,11,formal-conjectures-irrational-catalanconstant,formal_conjectures:formal-conjectures-irrational-catalanconstant,Formal Conjectures: irrational_catalanConstant,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2286,9,16,23,27,11,formal-conjectures-irrational-e-plus-pi,formal_conjectures:formal-conjectures-irrational-e-plus-pi,Formal Conjectures: irrational_e_plus_pi,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2287,9,16,23,27,11,formal-conjectures-irrational-e-times-pi,formal_conjectures:formal-conjectures-irrational-e-times-pi,Formal Conjectures: irrational_e_times_pi,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2288,9,16,23,27,11,formal-conjectures-irrational-e-to-e,formal_conjectures:formal-conjectures-irrational-e-to-e,Formal Conjectures: irrational_e_to_e,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2289,9,16,23,27,11,formal-conjectures-irrational-eleven,formal_conjectures:formal-conjectures-irrational-eleven,Formal Conjectures: irrational_eleven,Google DeepMind Formal Conjectures,research_mathematics,,50,existence_claim,witness_discovery,not_counterexample_target,0,15,3,3,0,2,4
2290,9,16,23,27,11,formal-conjectures-irrational-eulermascheroniconstant,formal_conjectures:formal-conjectures-irrational-eulermascheroniconstant,Formal Conjectures: irrational_eulerMascheroniConstant,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2291,9,16,23,27,11,formal-conjectures-irrational-five,formal_conjectures:formal-conjectures-irrational-five,Formal Conjectures: irrational_five,Google DeepMind Formal Conjectures,research_mathematics,,50,existence_claim,witness_discovery,not_counterexample_target,0,15,3,3,0,2,4
2292,9,16,23,27,11,formal-conjectures-irrational-ln-pi,formal_conjectures:formal-conjectures-irrational-ln-pi,Formal Conjectures: irrational_ln_pi,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2293,9,16,23,27,11,formal-conjectures-irrational-nine,formal_conjectures:formal-conjectures-irrational-nine,Formal Conjectures: irrational_nine,Google DeepMind Formal Conjectures,research_mathematics,,50,existence_claim,witness_discovery,not_counterexample_target,0,15,3,3,0,2,4
2294,9,16,23,27,11,formal-conjectures-irrational-pi-to-e,formal_conjectures:formal-conjectures-irrational-pi-to-e,Formal Conjectures: irrational_pi_to_e,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2295,9,16,23,27,11,formal-conjectures-irrational-pi-to-pi,formal_conjectures:formal-conjectures-irrational-pi-to-pi,Formal Conjectures: irrational_pi_to_pi,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2296,9,16,23,27,11,formal-conjectures-irrational-seven,formal_conjectures:formal-conjectures-irrational-seven,Formal Conjectures: irrational_seven,Google DeepMind Formal Conjectures,research_mathematics,,50,existence_claim,witness_discovery,not_counterexample_target,0,15,3,3,0,2,4
2297,9,16,23,27,11,formal-conjectures-islychrel10-196,formal_conjectures:formal-conjectures-islychrel10-196,Formal Conjectures: isLychrel10_196,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2298,9,16,23,27,11,formal-conjectures-latinsquareneartransversal,formal_conjectures:formal-conjectures-latinsquareneartransversal,Formal Conjectures: latinSquareNearTransversal,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2299,9,16,23,27,11,formal-conjectures-m-eq,formal_conjectures:formal-conjectures-m-eq,Formal Conjectures: M_eq,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2300,9,16,23,27,11,formal-conjectures-mem-ico-c1a,formal_conjectures:formal-conjectures-mem-ico-c1a,Formal Conjectures: mem_Ico_c1a,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2301,9,16,23,27,11,formal-conjectures-mem-ioc-c1a,formal_conjectures:formal-conjectures-mem-ioc-c1a,Formal Conjectures: mem_Ioc_c1a,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2302,9,16,23,27,11,formal-conjectures-mutuallyunbiasedbases-dim10,formal_conjectures:formal-conjectures-mutuallyunbiasedbases-dim10,Formal Conjectures: mutuallyUnbiasedBases_dim10,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2303,9,16,23,27,11,formal-conjectures-mutuallyunbiasedbases-dim12,formal_conjectures:formal-conjectures-mutuallyunbiasedbases-dim12,Formal Conjectures: mutuallyUnbiasedBases_dim12,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2304,9,16,23,27,11,formal-conjectures-mutuallyunbiasedbases-dim14,formal_conjectures:formal-conjectures-mutuallyunbiasedbases-dim14,Formal Conjectures: mutuallyUnbiasedBases_dim14,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2305,9,16,23,27,11,formal-conjectures-mutuallyunbiasedbases-dim15,formal_conjectures:formal-conjectures-mutuallyunbiasedbases-dim15,Formal Conjectures: mutuallyUnbiasedBases_dim15,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2306,9,16,23,27,11,formal-conjectures-mutuallyunbiasedbases-dim6,formal_conjectures:formal-conjectures-mutuallyunbiasedbases-dim6,Formal Conjectures: mutuallyUnbiasedBases_dim6,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2307,9,16,23,27,11,formal-conjectures-nopowerpartitionnumber,formal_conjectures:formal-conjectures-nopowerpartitionnumber,Formal Conjectures: noPowerPartitionNumber,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2308,9,16,23,27,11,formal-conjectures-ramsey-number-five-five,formal_conjectures:formal-conjectures-ramsey-number-five-five,Formal Conjectures: ramsey_number_five_five,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2309,9,16,23,27,11,formal-conjectures-selfridge-conjecture-jectures-wikipedia-sierpinskinumber-lean,formal_conjectures:formal-conjectures-selfridge-conjecture-jectures-wikipedia-sierpinskinumber-lean,Formal Conjectures: selfridge_conjecture,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2310,9,16,23,27,11,formal-conjectures-snake-dim-nine,formal_conjectures:formal-conjectures-snake-dim-nine,Formal Conjectures: snake_dim_nine,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2311,9,16,23,27,11,formal-conjectures-w-3-31-lower,formal_conjectures:formal-conjectures-w-3-31-lower,Formal Conjectures: W_3_31_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2312,9,16,23,27,11,formal-conjectures-w-3-32-lower,formal_conjectures:formal-conjectures-w-3-32-lower,Formal Conjectures: W_3_32_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2313,9,16,23,27,11,formal-conjectures-w-3-33-lower,formal_conjectures:formal-conjectures-w-3-33-lower,Formal Conjectures: W_3_33_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2314,9,16,23,27,11,formal-conjectures-w-3-34-lower,formal_conjectures:formal-conjectures-w-3-34-lower,Formal Conjectures: W_3_34_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2315,9,16,23,27,11,formal-conjectures-w-3-35-lower,formal_conjectures:formal-conjectures-w-3-35-lower,Formal Conjectures: W_3_35_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
